gene,ensembl_base,gene_length,gene_type
KRT34,ENSG00000131737,4754,protein_coding
KRT31,ENSG00000094796,3869,protein_coding
AC003958.2,ENSG00000234859,22634,antisense
KRT41P,ENSG00000225438,5264,unprocessed_pseudogene
KRT37,ENSG00000108417,3771,protein_coding
KRT38,ENSG00000171360,4476,protein_coding
KRT43P,ENSG00000236473,5873,unprocessed_pseudogene
KRT32,ENSG00000108759,7619,protein_coding
RNU2-32P,ENSG00000223125,191,snRNA
KRT35,ENSG00000197079,4452,protein_coding
KRT36,ENSG00000126337,6411,protein_coding
KRT13,ENSG00000171401,4725,protein_coding
AC019349.5,ENSG00000229732,1427,antisense
KRT15,ENSG00000171346,8787,protein_coding
MIR6510,ENSG00000276252,54,miRNA
KRT19,ENSG00000171345,4692,protein_coding
LINC00974,ENSG00000226629,4890,lincRNA
KRT9,ENSG00000171403,6218,protein_coding
KRT14,ENSG00000186847,4643,protein_coding
KRT16,ENSG00000186832,6122,protein_coding
KRT17,ENSG00000128422,5406,protein_coding
KRT42P,ENSG00000214514,13873,transcribed_unprocessed_pseudogene
RP13-415G19.2,ENSG00000278954,2466,TEC
EIF1,ENSG00000173812,3784,protein_coding
GAST,ENSG00000184502,3644,protein_coding
HAP1,ENSG00000173805,16903,protein_coding
RNA5SP442,ENSG00000201920,107,rRNA
RN7SL399P,ENSG00000239542,279,misc_RNA
JUP,ENSG00000173801,32328,protein_coding
P3H4,ENSG00000141696,10658,protein_coding
FKBP10,ENSG00000141756,10538,protein_coding
NT5C3B,ENSG00000141698,11083,protein_coding
KLHL10,ENSG00000161594,12700,protein_coding
RP11-156E6.1,ENSG00000259623,2930,sense_overlapping
KLHL11,ENSG00000178502,11887,protein_coding
ACLY,ENSG00000131473,63635,protein_coding
RP11-229E13.4,ENSG00000274630,156,antisense
TTC25,ENSG00000204815,35017,protein_coding
CNP,ENSG00000173786,10991,protein_coding
DNAJC7,ENSG00000168259,44944,protein_coding
NKIRAS2,ENSG00000168256,14263,protein_coding
ZNF385C,ENSG00000187595,39790,protein_coding
CTD-2132N18.4,ENSG00000270010,503,sense_intronic
CTD-2132N18.2,ENSG00000267221,2405,sense_intronic
DHX58,ENSG00000108771,11330,protein_coding
KAT2A,ENSG00000108773,8251,protein_coding
CTD-2132N18.3,ENSG00000267261,35243,protein_coding
HSPB9,ENSG00000260325,1922,protein_coding
RAB5C,ENSG00000108774,30069,protein_coding
RP11-358B23.1,ENSG00000267658,1373,lincRNA
KCNH4,ENSG00000089558,24388,protein_coding
HCRT,ENSG00000161610,1393,protein_coding
GHDC,ENSG00000167925,5734,protein_coding
STAT5B,ENSG00000173757,77540,protein_coding
RP11-358B23.6,ENSG00000280295,1638,TEC
RP11-358B23.5,ENSG00000267758,1221,antisense
AC003104.1,ENSG00000236194,2167,sense_intronic
RP11-358B23.7,ENSG00000278829,3503,sense_intronic
STAT5A,ENSG00000126561,24397,protein_coding
STAT3,ENSG00000168610,75245,protein_coding
AC107993.1,ENSG00000221020,83,miRNA
PTRF,ENSG00000177469,21066,protein_coding
RNU7-97P,ENSG00000238704,62,snRNA
ATP6V0A1,ENSG00000033627,63768,protein_coding
MIR548AT,ENSG00000264314,58,miRNA
RP11-194N12.2,ENSG00000267222,684,sense_intronic
RP11-400F19.18,ENSG00000267632,1736,sense_intronic
MIR5010,ENSG00000265611,120,miRNA
PTP4A2P1,ENSG00000267185,478,processed_pseudogene
NAGLU,ENSG00000108784,8278,protein_coding
RP11-400F19.8,ENSG00000266929,25553,processed_transcript
HSD17B1P1,ENSG00000108785,1943,unprocessed_pseudogene
HSD17B1,ENSG00000108786,6000,protein_coding
RP11-400F19.6,ENSG00000266962,2313,antisense
COASY,ENSG00000068120,4811,protein_coding
MLX,ENSG00000108788,6172,protein_coding
PSMC3IP,ENSG00000131470,5517,protein_coding
FAM134C,ENSG00000141699,31111,protein_coding
RP11-400F19.12,ENSG00000280183,535,TEC
TUBG1,ENSG00000131462,5559,protein_coding
ATP5LP7,ENSG00000267189,310,processed_pseudogene
HMGB3P27,ENSG00000267132,561,processed_pseudogene
TUBG2,ENSG00000037042,7702,protein_coding
PLEKHH3,ENSG00000068137,9081,protein_coding
CCR10,ENSG00000184451,5029,protein_coding
CTD-3193K9.4,ENSG00000267042,2058,antisense
CNTNAP1,ENSG00000108797,17202,protein_coding
CTD-3193K9.3,ENSG00000267765,16280,antisense
EZH1,ENSG00000108799,44775,protein_coding
MIR6780A,ENSG00000275273,68,miRNA
CTD-3193K9.1,ENSG00000239671,345,processed_pseudogene
CTD-3193K9.11,ENSG00000273650,429,lincRNA
HMGN2P15,ENSG00000214578,270,processed_pseudogene
RAMP2-AS1,ENSG00000197291,7344,lincRNA
RAMP2,ENSG00000131477,4595,protein_coding
VPS25,ENSG00000131475,6164,protein_coding
WNK4,ENSG00000126562,16259,protein_coding
COA3,ENSG00000183978,3558,protein_coding
CNTD1,ENSG00000176563,12796,protein_coding
BECN1,ENSG00000126581,23217,protein_coding
MIR6781,ENSG00000278447,64,miRNA
PSME3,ENSG00000131467,19374,protein_coding
AOC2,ENSG00000131480,6108,protein_coding
AOC3,ENSG00000131471,6947,protein_coding
AOC4P,ENSG00000260105,8448,transcribed_unprocessed_pseudogene
LINC00671,ENSG00000213373,24035,lincRNA
RNU6-287P,ENSG00000252039,98,snRNA
G6PC,ENSG00000131482,12573,protein_coding
SNORA40,ENSG00000212149,128,snoRNA
AARSD1,ENSG00000266967,13973,protein_coding
PTGES3L-AARSD1,ENSG00000108825,30003,protein_coding
PTGES3L,ENSG00000267060,12346,protein_coding
RUNDC1,ENSG00000198863,13126,protein_coding
AC055866.1,ENSG00000281079,684,protein_coding
RPL27,ENSG00000131469,4687,protein_coding
IFI35,ENSG00000068079,7732,protein_coding
VAT1,ENSG00000108828,10519,protein_coding
RND2,ENSG00000108830,6796,protein_coding
BRCA1,ENSG00000012048,81189,protein_coding
RPL21P4,ENSG00000240828,479,processed_pseudogene
NBR2,ENSG00000198496,28062,transcribed_unprocessed_pseudogene
CTD-3199J23.6,ENSG00000267681,300,transcribed_processed_pseudogene
RP11-242D8.1,ENSG00000267002,6221,lincRNA
RP11-242D8.2,ENSG00000267595,80,unprocessed_pseudogene
RP11-242D8.3,ENSG00000267340,198,processed_pseudogene
NBR1,ENSG00000188554,41209,protein_coding
TMEM106A,ENSG00000184988,8207,protein_coding
LINC00854,ENSG00000236383,89036,processed_transcript
RNU2-1,ENSG00000274585,191,snRNA
U2,ENSG00000275616,191,snRNA
U2,ENSG00000273709,191,snRNA
U2,ENSG00000274432,191,snRNA
U2,ENSG00000278048,191,snRNA
U2,ENSG00000276596,191,snRNA
U2,ENSG00000277903,191,snRNA
U2,ENSG00000278774,192,snRNA
U2,ENSG00000274862,191,snRNA
U2,ENSG00000274062,191,snRNA
U2,ENSG00000274452,191,snRNA
U2,ENSG00000275219,191,snRNA
U2,ENSG00000278591,191,snRNA
CTD-3014M21.1,ENSG00000279602,1321,TEC
LINC00910,ENSG00000188825,19355,lincRNA
RNU2-4P,ENSG00000277084,192,snRNA
RNU6-1137P,ENSG00000252882,99,snRNA
ARL4D,ENSG00000175906,2179,protein_coding
RNU6-470P,ENSG00000251763,104,snRNA
RP11-100E5.2,ENSG00000267151,6494,lincRNA
MIR2117,ENSG00000278547,80,miRNA
RNU6-406P,ENSG00000252279,107,snRNA
RNU6-971P,ENSG00000252729,106,snRNA
AC087650.1,ENSG00000237888,468,processed_pseudogene
DHX8,ENSG00000067596,60599,protein_coding
ETV4,ENSG00000175832,51777,protein_coding
RP11-392O1.4,ENSG00000267747,65554,antisense
METAZOA_SRP,ENSG00000278109,288,misc_RNA
MEOX1,ENSG00000005102,21567,protein_coding
CTC-501O10.1,ENSG00000267440,25612,lincRNA
RP11-209M4.1,ENSG00000267253,2123,processed_pseudogene
SOST,ENSG00000167941,5058,protein_coding
DUSP3,ENSG00000108861,12868,protein_coding
C17ORF105,ENSG00000231256,7178,protein_coding
RP5-905N1.2,ENSG00000267604,1879,antisense
MPP3,ENSG00000161647,32372,protein_coding
CD300LG,ENSG00000161649,16482,protein_coding
MPP2,ENSG00000108852,34355,protein_coding
RP11-527L4.5,ENSG00000282199,8569,processed_transcript
FAM215A,ENSG00000267496,792,lincRNA
RP11-527L4.9,ENSG00000267166,4614,unprocessed_pseudogene
RP11-527L4.6,ENSG00000267420,5060,lincRNA
RP11-527L4.2,ENSG00000261514,597,lincRNA
PPY,ENSG00000108849,1665,protein_coding
PYY,ENSG00000131096,51732,protein_coding
NAGS,ENSG00000161653,4518,protein_coding
TMEM101,ENSG00000091947,12759,protein_coding
U3,ENSG00000221044,204,snoRNA
LSM12,ENSG00000161654,32985,protein_coding
G6PC3,ENSG00000141349,5610,protein_coding
HDAC5,ENSG00000108840,46957,protein_coding
RP11-546M21.6,ENSG00000267638,4684,antisense
AC023855.1,ENSG00000274433,111,miRNA
RNU6-131P,ENSG00000212446,107,snRNA
C17ORF53,ENSG00000125319,20571,protein_coding
ASB16,ENSG00000161664,8637,protein_coding
ASB16-AS1,ENSG00000267080,10745,antisense
TMUB2,ENSG00000168591,4762,protein_coding
ATXN7L3,ENSG00000087152,8309,protein_coding
CTB-175E5.7,ENSG00000267394,17684,antisense
UBTF,ENSG00000108312,16594,protein_coding
MIR6782,ENSG00000275107,69,miRNA
RP5-882C2.2,ENSG00000260793,2310,antisense
SHC1P2,ENSG00000267691,1469,processed_pseudogene
SLC4A1,ENSG00000004939,19757,protein_coding
RN7SL507P,ENSG00000239702,296,misc_RNA
RUNDC3A-AS1,ENSG00000267750,15742,antisense
U3,ENSG00000221496,239,snoRNA
RNU6-453P,ENSG00000252628,85,snRNA
RUNDC3A,ENSG00000108309,10259,protein_coding
SLC25A39,ENSG00000013306,5246,protein_coding
RP5-1067M6.3,ENSG00000267211,2850,lincRNA
GRN,ENSG00000030582,8017,protein_coding
FAM171A2,ENSG00000161682,10661,protein_coding
RPL7L1P5,ENSG00000267634,738,processed_pseudogene
ITGA2B,ENSG00000005961,17326,protein_coding
GPATCH8,ENSG00000186566,108147,protein_coding
RN7SL258P,ENSG00000240589,300,misc_RNA
FZD2,ENSG00000180340,2112,protein_coding
RP11-1072C15.7,ENSG00000271222,999,processed_pseudogene
SMCO4P1,ENSG00000267384,177,processed_pseudogene
LINC01180,ENSG00000266979,3986,lincRNA
C17ORF104,ENSG00000180336,33905,protein_coding
CCDC43,ENSG00000180329,16711,protein_coding
RP11-1072C15.4,ENSG00000267160,2569,antisense
RP11-1072C15.6,ENSG00000279879,3483,TEC
DBF4B,ENSG00000161692,43657,protein_coding
RN7SL819P,ENSG00000264251,270,misc_RNA
RP11-1072C15.1,ENSG00000240305,838,processed_pseudogene
ADAM11,ENSG00000073670,22816,protein_coding
CTC-296K1.3,ENSG00000267505,1276,lincRNA
CTC-296K1.4,ENSG00000267405,3037,lincRNA
GJC1,ENSG00000182963,32369,protein_coding
HIGD1B,ENSG00000131097,4128,protein_coding
EFTUD2,ENSG00000108883,49720,protein_coding
RN7SL405P,ENSG00000264540,289,misc_RNA
CCDC103,ENSG00000167131,6249,protein_coding
FAM187A,ENSG00000214447,5679,protein_coding
AC015936.3,ENSG00000224911,1386,antisense
GFAP,ENSG00000131095,11930,protein_coding
KIF18B,ENSG00000186185,23003,protein_coding
MIR6783,ENSG00000278223,64,miRNA
CTD-2534I21.8,ENSG00000267334,1028,lincRNA
C1QL1,ENSG00000131094,8379,protein_coding
CTD-2534I21.9,ENSG00000267788,259,lincRNA
DCAKD,ENSG00000172992,37770,protein_coding
NMT1,ENSG00000136448,57407,protein_coding
Y_RNA,ENSG00000200888,102,misc_RNA
PLCD3,ENSG00000161714,24388,protein_coding
MIR6784,ENSG00000277249,67,miRNA
ACBD4,ENSG00000181513,11582,protein_coding
AC142472.6,ENSG00000276728,1741,lincRNA
HEXIM1,ENSG00000186834,3600,protein_coding
AC002117.1,ENSG00000224505,11111,antisense
HEXIM2,ENSG00000168517,9341,protein_coding
RP13-890H12.2,ENSG00000267288,2785,antisense
CTD-2020K17.1,ENSG00000267121,31292,antisense
FMNL1,ENSG00000184922,25877,protein_coding
CTD-2020K17.3,ENSG00000233175,3707,antisense
CTD-2020K17.4,ENSG00000233483,3651,antisense
MAP3K14-AS1,ENSG00000267278,20706,antisense
SPATA32,ENSG00000184361,7720,protein_coding
MAP3K14,ENSG00000006062,53920,protein_coding
RNA5SP443,ENSG00000199953,132,rRNA
CTB-39G8.2,ENSG00000267446,656,lincRNA
ARHGAP27,ENSG00000159314,40520,protein_coding
CTB-39G8.3,ENSG00000267344,546,antisense
AC091132.2,ENSG00000264038,94,miRNA
PLEKHM1,ENSG00000225190,54850,protein_coding
AC091132.1,ENSG00000236234,11222,antisense
LRRC37A4P,ENSG00000214425,43595,transcribed_unprocessed_pseudogene
METAZOA_SRP,ENSG00000278770,281,misc_RNA
RP11-798G7.8,ENSG00000266918,2262,lincRNA
RP11-798G7.5,ENSG00000131484,748,antisense
RP11-798G7.6,ENSG00000267198,17427,lincRNA
RP11-798G7.7,ENSG00000267246,8958,processed_transcript
RP11-798G7.4,ENSG00000266504,5361,transcribed_unprocessed_pseudogene
DND1P1,ENSG00000264070,1059,processed_pseudogene
RP11-707O23.1,ENSG00000280022,749,TEC
RP11-707O23.5,ENSG00000263503,1472,processed_pseudogene
RPS26P8,ENSG00000204652,348,processed_pseudogene
CRHR1-IT1,ENSG00000204650,34829,processed_transcript
RP11-105N13.4,ENSG00000263715,194636,processed_transcript
AC126544.4,ENSG00000282774,3396,transcribed_unprocessed_pseudogene
AC126544.1,ENSG00000273917,97,miRNA
RP11-293E1.2,ENSG00000265547,1275,lincRNA
RP11-293E1.1,ENSG00000265964,1317,lincRNA
CRHR1,ENSG00000120088,51549,protein_coding
MAPT-AS1,ENSG00000264589,51950,antisense
SPPL2C,ENSG00000185294,2238,protein_coding
MAPT,ENSG00000186868,133953,protein_coding
MAPT-IT1,ENSG00000279685,3016,sense_intronic
RP11-669E14.4,ENSG00000262881,3110,antisense
METAZOA_SRP,ENSG00000274883,278,misc_RNA
STH,ENSG00000256762,445,protein_coding
KANSL1,ENSG00000120071,195459,protein_coding
RP11-669E14.6,ENSG00000262372,458,antisense
AC217773.1,ENSG00000280985,151,miRNA
KANSL1-AS1,ENSG00000214401,3148,antisense
Y_RNA,ENSG00000238723,102,misc_RNA
RP11-259G18.2,ENSG00000262500,1439,processed_pseudogene
RP11-259G18.3,ENSG00000262539,1056,processed_pseudogene
RP11-259G18.1,ENSG00000261575,1658,transcribed_unprocessed_pseudogene
ARL17B,ENSG00000228696,87014,protein_coding
LRRC37A,ENSG00000176681,45062,protein_coding
RN7SL656P,ENSG00000265411,281,misc_RNA
NSFP1,ENSG00000260075,114287,unprocessed_pseudogene
RP11-995C19.2,ENSG00000266497,5394,unprocessed_pseudogene
LRRC37A2,ENSG00000238083,44140,protein_coding
ARL17A,ENSG00000185829,63021,protein_coding
RN7SL199P,ENSG00000265315,281,misc_RNA
AC138645.1,ENSG00000280583,80,miRNA
FAM215B,ENSG00000232300,3966,lincRNA
NSF,ENSG00000073969,166796,protein_coding
RPS7P11,ENSG00000213326,586,processed_pseudogene
WNT3,ENSG00000108379,70649,protein_coding
WNT9B,ENSG00000158955,53530,protein_coding
RP11-63A1.2,ENSG00000262031,1771,lincRNA
RP11-63A1.1,ENSG00000261886,6265,lincRNA
RNU6ATAC3P,ENSG00000210709,126,snRNA
GOSR2,ENSG00000108433,43903,protein_coding
RP11-156P1.2,ENSG00000262633,124022,protein_coding
RP11-63A1.4,ENSG00000280158,706,TEC
MIR5089,ENSG00000264999,84,miRNA
RPRML,ENSG00000179673,1093,protein_coding
LRRC37A17P,ENSG00000263142,76089,transcribed_unprocessed_pseudogene
RP11-156P1.3,ENSG00000262879,116279,processed_transcript
RN7SL270P,ENSG00000277198,281,misc_RNA
AC068152.1,ENSG00000281864,80,miRNA
CDC27,ENSG00000004897,71720,protein_coding
AC002558.1,ENSG00000221016,90,miRNA
RP5-867C24.1,ENSG00000239291,803,processed_pseudogene
RP5-867C24.4,ENSG00000262265,990,sense_intronic
RP5-867C24.5,ENSG00000261872,1224,antisense
MYL4,ENSG00000198336,23234,protein_coding
ITGB3,ENSG00000259207,57971,protein_coding
RP11-290H9.2,ENSG00000259753,90396,protein_coding
RNU7-186P,ENSG00000238419,63,snRNA
RP11-290H9.5,ENSG00000276790,522,antisense
THCAT158,ENSG00000263293,20154,antisense
EFCAB13,ENSG00000178852,118023,protein_coding
CTD-2026D20.2,ENSG00000253347,14205,antisense
CTD-2026D20.3,ENSG00000228782,41925,transcribed_unprocessed_pseudogene
NPEPPS,ENSG00000141279,100335,protein_coding
Y_RNA,ENSG00000206734,102,misc_RNA
RP11-580I16.2,ENSG00000263766,45561,antisense
KPNB1,ENSG00000108424,36030,protein_coding
RP11-138C9.1,ENSG00000264558,267,antisense
TBKBP1,ENSG00000198933,17970,protein_coding
TBX21,ENSG00000073861,12876,protein_coding
OSBPL7,ENSG00000006025,14463,protein_coding
MRPL10,ENSG00000159111,8263,protein_coding
LRRC46,ENSG00000141294,6087,protein_coding
SCRN2,ENSG00000141295,3642,protein_coding
SP6,ENSG00000189120,10967,protein_coding
RP11-6N17.1,ENSG00000264243,1849,lincRNA
RP11-6N17.2,ENSG00000266821,2927,lincRNA
RP11-6N17.4,ENSG00000264920,4558,processed_transcript
SP2,ENSG00000167182,32808,protein_coding
SP2-AS1,ENSG00000234494,44081,antisense
RP11-6N17.3,ENSG00000266601,3425,antisense
PNPO,ENSG00000108439,6783,protein_coding
RP11-6N17.9,ENSG00000263798,29015,processed_transcript
RP11-6N17.6,ENSG00000264019,1474,antisense
PRR15L,ENSG00000167183,5912,protein_coding
CDK5RAP3,ENSG00000108465,13965,protein_coding
RP11-6N17.10,ENSG00000264701,15799,antisense
COPZ2,ENSG00000005243,11864,protein_coding
MIR152,ENSG00000207947,109,miRNA
RP5-890E16.2,ENSG00000263412,2933,processed_transcript
NFE2L1,ENSG00000082641,13159,protein_coding
AC004477.1,ENSG00000273862,66,miRNA
RP5-890E16.4,ENSG00000266341,287,antisense
RP5-890E16.5,ENSG00000278765,590,lincRNA
CBX1,ENSG00000108468,31470,protein_coding
RNU6-1201P,ENSG00000206954,107,snRNA
SNX11,ENSG00000002919,19718,protein_coding
SKAP1,ENSG00000141293,296836,protein_coding
MIR1203,ENSG00000221739,85,miRNA
RP11-456D7.1,ENSG00000263787,18592,antisense
RNU6-1152P,ENSG00000207306,107,snRNA
THRA1/BTR,ENSG00000235300,14428,antisense
RP11-433M22.1,ENSG00000266222,3109,sense_intronic
ACEA_U3,ENSG00000280959,217,snoRNA
U3,ENSG00000200538,216,snoRNA
RP11-433M22.2,ENSG00000264451,5671,lincRNA
Y_RNA,ENSG00000206805,102,misc_RNA
HOXB1,ENSG00000120094,2472,protein_coding
HOXB2,ENSG00000173917,4096,protein_coding
HOXB-AS1,ENSG00000230148,7700,antisense
HOXB3,ENSG00000120093,56043,protein_coding
HOXB-AS3,ENSG00000233101,56785,antisense
HOXB-AS2,ENSG00000239552,3072,antisense
HOXB4,ENSG00000182742,4599,protein_coding
RP11-357H14.16,ENSG00000257178,2630,sense_intronic
MIR10A,ENSG00000274592,110,miRNA
HOXB5,ENSG00000120075,2705,protein_coding
HOXB6,ENSG00000108511,9242,protein_coding
HOXB7,ENSG00000260027,26346,protein_coding
HOXB8,ENSG00000120068,3563,protein_coding
HOXB9,ENSG00000170689,5198,protein_coding
HOXB-AS4,ENSG00000242207,6258,antisense
MIR196A1,ENSG00000210741,70,miRNA
RP11-357H14.17,ENSG00000272763,11101,lincRNA
CTD-2377D24.6,ENSG00000244649,60424,lincRNA
CTD-2377D24.2,ENSG00000244559,144,processed_pseudogene
RPL9P28,ENSG00000242067,579,processed_pseudogene
COX6B1P2,ENSG00000241788,230,processed_pseudogene
PRAC1,ENSG00000159182,804,protein_coding
PRAC2,ENSG00000229637,1591,protein_coding
HOXB13-AS1_1,ENSG00000273750,127,misc_RNA
HOXB13-AS1_2,ENSG00000277542,81,misc_RNA
MIR3185,ENSG00000263602,68,miRNA
HOXB13,ENSG00000159184,4416,protein_coding
CTD-2377D24.4,ENSG00000242407,798,lincRNA
TTLL6,ENSG00000170703,54980,protein_coding
RN7SL125P,ENSG00000244514,294,misc_RNA
CALCOCO2,ENSG00000136436,35535,protein_coding
SUMO2P17,ENSG00000248278,34124,transcribed_processed_pseudogene
SNORA68,ENSG00000212565,128,snoRNA
RP11-463M16.5,ENSG00000248895,195,processed_pseudogene
ATP5G1,ENSG00000159199,3107,protein_coding
RP11-501C14.9,ENSG00000270781,618,processed_pseudogene
UBE2Z,ENSG00000159202,20688,protein_coding
SNF8,ENSG00000159210,15802,protein_coding
AC091133.1,ENSG00000230532,5310,antisense
RNU1-42P,ENSG00000200903,160,snRNA
SNOU13,ENSG00000238804,104,snoRNA
GIP,ENSG00000159224,10043,protein_coding
RP11-501C14.5,ENSG00000250838,2227,antisense
IGF2BP1,ENSG00000159217,58239,protein_coding
RP11-501C14.6,ENSG00000251461,8995,antisense
METAZOA_SRP,ENSG00000255851,269,misc_RNA
RNU6-826P,ENSG00000252636,104,snRNA
RP11-501C14.7,ENSG00000251550,308,processed_pseudogene
AC105030.1,ENSG00000264552,85,miRNA
B4GALNT2P1,ENSG00000248883,1192,unprocessed_pseudogene
B4GALNT2,ENSG00000167080,44381,protein_coding
RP11-708H21.1,ENSG00000240995,773,processed_pseudogene
GNGT2,ENSG00000167083,7784,protein_coding
ABI3,ENSG00000108798,12999,protein_coding
PHOSPHO1,ENSG00000173868,7405,protein_coding
FLJ40194,ENSG00000177369,10424,processed_transcript
MIR6129,ENSG00000273500,109,miRNA
ZNF652,ENSG00000198740,73268,protein_coding
U7,ENSG00000281414,62,snRNA
RP11-1079K10.3,ENSG00000248714,8834,lincRNA
RP11-81K2.1,ENSG00000262039,106249,antisense
RP11-1079K10.2,ENSG00000250948,4715,antisense
RP11-1079K10.1,ENSG00000186244,372,processed_pseudogene
PHB,ENSG00000167085,10857,protein_coding
RP11-1079K10.4,ENSG00000250186,1117,antisense
AC091180.1,ENSG00000281126,219,protein_coding
Y_RNA,ENSG00000207127,107,misc_RNA
EIF4EP2,ENSG00000229944,654,processed_pseudogene
RP11-1079K10.5,ENSG00000249497,3889,lincRNA
RP11-81K2.2,ENSG00000279036,3578,TEC
NGFR,ENSG00000064300,19725,protein_coding
RP5-1029K10.2,ENSG00000249906,68408,antisense
MIR6165,ENSG00000277478,84,miRNA
RP5-1029K10.4,ENSG00000250310,33116,antisense
AC006487.1,ENSG00000252789,84,miRNA
NXPH3,ENSG00000182575,7970,protein_coding
SPOP,ENSG00000121067,79351,protein_coding
SLC35B1,ENSG00000121073,8072,protein_coding
RP11-613C6.2,ENSG00000250751,11727,antisense
FAM117A,ENSG00000121104,78849,protein_coding
KAT7,ENSG00000136504,46476,protein_coding
RP11-613C6.4,ENSG00000235183,327,processed_pseudogene
RP11-304F15.7,ENSG00000262837,2216,lincRNA
TAC4,ENSG00000176358,9709,protein_coding
RP11-304F15.3,ENSG00000204584,2928,antisense
RP11-304F15.4,ENSG00000248954,13296,lincRNA
RP11-304F15.6,ENSG00000254039,18516,lincRNA
RP11-304F15.5,ENSG00000249176,698,processed_pseudogene
RNU6-1313P,ENSG00000199492,102,snRNA
DLX4,ENSG00000108813,5990,protein_coding
DLX3,ENSG00000064195,5220,protein_coding
RP11-1094H24.3,ENSG00000248172,19956,lincRNA
CLOSTRIDIALES-1,ENSG00000281242,134,sRNA
CLOSTRIDIALES-1,ENSG00000280736,157,sRNA
CLOSTRIDIALES-1,ENSG00000281631,165,sRNA
RP11-1094H24.4,ENSG00000246640,5391,lincRNA
ITGA3,ENSG00000005884,34514,protein_coding
RP5-875H18.9,ENSG00000276851,583,lincRNA
PDK2,ENSG00000005882,17416,protein_coding
RP5-875H18.10,ENSG00000275025,440,antisense
RP5-875H18.4,ENSG00000250282,1217,antisense
SAMD14,ENSG00000167100,19843,protein_coding
PPP1R9B,ENSG00000108819,16896,protein_coding
AC002401.1,ENSG00000236472,10591,antisense
RP11-893F2.13,ENSG00000253730,2944,antisense
RP11-893F2.14,ENSG00000261959,1794,antisense
SGCA,ENSG00000108823,11718,protein_coding
HILS1,ENSG00000188662,9751,unitary_pseudogene
COL1A1,ENSG00000108821,18344,protein_coding
RP11-893F2.5,ENSG00000249406,5488,lincRNA
RP11-893F2.15,ENSG00000263176,2425,lincRNA
RP11-893F2.6,ENSG00000251085,727,lincRNA
SUMO2P7,ENSG00000249838,285,processed_pseudogene
TMEM92,ENSG00000167105,10080,protein_coding
TMEM92-AS1,ENSG00000251179,6279,antisense
AC015909.1,ENSG00000274668,98,miRNA
XYLT2,ENSG00000015532,17047,protein_coding
RP11-893F2.18,ENSG00000279792,2266,TEC
MRPL27,ENSG00000108826,5358,protein_coding
EME1,ENSG00000154920,8264,protein_coding
LRRC59,ENSG00000108829,22495,protein_coding
Y_RNA,ENSG00000206824,102,misc_RNA
RP1-117B12.4,ENSG00000253102,1451,antisense
ACSF2,ENSG00000167107,48688,protein_coding
MRPS21P9,ENSG00000262759,547,processed_pseudogene
CHAD,ENSG00000136457,4471,protein_coding
RP11-94C24.13,ENSG00000275897,2573,lincRNA
RSAD1,ENSG00000136444,7176,protein_coding
RP11-94C24.6,ENSG00000249451,4917,lincRNA
MYCBPAP,ENSG00000136449,23118,protein_coding
EPN3,ENSG00000049283,11208,protein_coding
RP11-94C24.8,ENSG00000250286,1461,processed_transcript
SPATA20,ENSG00000006282,12795,protein_coding
CACNA1G-AS1,ENSG00000250107,5902,antisense
CACNA1G,ENSG00000006283,66407,protein_coding
RP11-94C24.11,ENSG00000250976,581,antisense
CTB-22K21.2,ENSG00000251239,4909,antisense
ABCC3,ENSG00000108846,57476,protein_coding
ANKRD40,ENSG00000154945,14735,protein_coding
RP11-294J22.6,ENSG00000262967,2002,antisense
Y_RNA,ENSG00000201340,117,misc_RNA
LUC7L3,ENSG00000108848,36670,protein_coding
RP11-294J22.7,ENSG00000278963,2151,TEC
LINC00483,ENSG00000167117,6529,processed_transcript
MIR8059,ENSG00000278672,81,miRNA
RP11-294J22.5,ENSG00000248702,286,processed_pseudogene
WFIKKN2,ENSG00000173714,7699,protein_coding
RP11-506D12.5,ENSG00000261976,1570,antisense
RPL5P33,ENSG00000243521,1321,processed_pseudogene
TOB1,ENSG00000141232,5756,protein_coding
TOB1-AS1,ENSG00000229980,43059,processed_transcript
RP11-700H6.4,ENSG00000262006,596,lincRNA
RP11-700H6.1,ENSG00000247011,9725,lincRNA
RP11-700H6.2,ENSG00000251665,4647,lincRNA
SPAG9,ENSG00000008294,158692,protein_coding
RP11-481C4.1,ENSG00000249870,42948,antisense
NME1,ENSG00000239672,8893,protein_coding
NME2,ENSG00000011052,18155,protein_coding
NME1-NME2,ENSG00000243678,6313,protein_coding
MBTD1,ENSG00000011258,82739,protein_coding
RP11-481C4.2,ENSG00000279089,3213,TEC
RP11-421E14.2,ENSG00000264895,2170,sense_intronic
UTP18,ENSG00000011260,37409,protein_coding
RP11-1018N14.1,ENSG00000249383,22557,lincRNA
RP11-1018N14.3,ENSG00000249982,1412,lincRNA
RP11-1018N14.4,ENSG00000249658,980,lincRNA
RP11-1018N14.2,ENSG00000225860,5857,lincRNA
RP11-1018N14.5,ENSG00000267452,10376,lincRNA
RPL7P48,ENSG00000187504,746,processed_pseudogene
CA10,ENSG00000154975,529705,protein_coding
CTB-43I4.1,ENSG00000279743,2138,TEC
AC004108.1,ENSG00000280846,88,miRNA
RP11-429O1.1,ENSG00000263317,145187,lincRNA
AC102948.2,ENSG00000226364,37468,lincRNA
C17ORF112,ENSG00000227011,2133,lincRNA
